review_id,product_id,title,author,rating,content,timestamp,profile_id,is_verified,helpful_count,product_attributes
R1Q15WFC1AX6LX,B07DD3VXRZ,5.0 out of 5 stars ¿Como es el producto?,Jose calipa,5,"The media could not be loaded. La verdad me gusto mucho, exelente calidad de sonido, por el temaño no esperaba una potencia de audio mayor por el tamaño que tiene, los sonidos son muy limpios, demasiada potencia de graves y bajos fuertes. Realmete lo recomiendo, ademas el peso es lo mas chido, pesa, lo cual demuestra su calidad al tacto.","Reviewed in the United States November 21, 2023",AE7RXBRO5KRHYUFCL6P2QTJITEBA,True,1,Color: Night BlackPattern: Speaker
R35NBQEDPO572,B07DD3VXRZ,2.0 out of 5 stars Bluetooth connection continues to randomly cut out.,RSTILL,2,"Bluetooth connection to my Boom 3 speakers is sub-par and unacceptable for something in this price range. I own two identical speakers which were bought at separate times and have the issue with both.The problem is that the Bluetooth connection randomly cuts in & out, similar to a popping. Happening in different environments, with different transmitting devices and also in daisy chain connections which is so bad that I can not use multiple speakers together. The problem is not consistent, I have checked the firmware level in the Boom app and it shows it is up to date. My two speakers experience the issue at all distances from the phone which range from sitting on the device, next to the device and then any distance range until it's to far to maintain connection.The issue comes and goes and has been happening more lately which is driving my dissatisfaction and this review. I really wanted this to be a good purchase so have given multiple chances for them to work at an acceptable level.I do not recommend the Boom 3 to anyone unless you get a serious discount and do not expect consistent sound. I'll definitely try another brand when I get so fed up with these that I just donate them away.Side note, it seems like BT can be spiritic on other speakers too so perhaps it's worth it to just get a speaker that offers a hard connection to avoid the frustrating situations when you want consistent sound over portability.","Reviewed in the United States March 6, 2023",AHDQACXK3VYQ6HYHHKFU3PNQSJBQ,True,0,Color: Ultraviolet PurplePattern: Speaker
R2743WGOYTFFJR,B07DD3VXRZ,3.0 out of 5 stars Good until not!,Fred Frazier,3,"Wanted to give high mark 5stars, but unit stop charging after only 3mo. I'm currently going through warranty process with UE now. Went to Amazon with my problem, & they handed me over to UE. After several attempts to do what UE wanted me to do ie Troubleshooting. Now had to take pictures of unit, pdf format order from Amazon. 14 emails back & forth with UE, hopefully they will get back to me with good news. More to come, all in all the UE speakers have great sound.Update, UE finally shipped out a replacement speaker. 1st person from UE dropped the ball, with all the emails back and forth.2nd person from UE handled the situation more swiftly. Got my replacement speaker in less than 4 days after speaking with 2nd rep from UE.All good no problems with replacement speaker.However, I think that some items should be brought from the manufacturer & not here.. I have another UE speaker from Amazon & the battery dies so fast. The speaker isn't even a year old.So moving forward, I will buy with more caution..","Reviewed in the United States October 27, 2022",AEGIBVJ2KHWUMBO7MQHWL6AJBNJA,True,1,Color: Night BlackPattern: Speaker
R22K4X3W1RKGM1,B07DD3VXRZ,3.0 out of 5 stars Not worth the price,Zrain,3,I haven’t noticed any thing special about the soundI prefer the JBL to this,"Reviewed in the United States March 31, 2024",AEXKPL4QLNPSYVBBAO3I3DK7D6SA,True,1,Color: Ultraviolet PurplePattern: Speaker
R2GI0V9SVJPRQ3,B07DD3VXRZ,"2.0 out of 5 stars Sounds is muddy, micro-USB",Walter W,2,"The micro-usb port caught me off guard. I tried jamming the USB-C cable for about 1 minute. Sorry, but to ship a micro-usb product is just lazy at this point.Also, I do not like the sound. It's muddy in the middle to highs.Update: Replaced it with a Flip 6. I like the sound much better. Much clearer, but not quite as good as my Soundlink Mini 2, though.","Reviewed in the United States May 25, 2024",AHA4BS73C3MSQ3Y5NAFUCKMD4SGQ,True,0,Color: Lagoon BluePattern: Speaker
R2MLWKC3JFNFDX,B07DD3VXRZ,5.0 out of 5 stars Good soeaker,Ana,5,My husband loves it! It is portable and very good sound. Charges fast,"Reviewed in the United States February 28, 2024",AGS455DZKBQHYHYTH2NPU5YUXHAQ,True,0,Color: Night BlackPattern: Speaker
RJEXLAFIRWWRD,B07DD3VXRZ,5.0 out of 5 stars Idiot proof and a great sound,Cindy,5,1. Great sounds.2. Designed for fools (like me). Just plug it in and download the app. Nice lady on the speaker leads you through it. Then connect through settings on Bluetooth. That's it!! Love this thing!,"Reviewed in the United States November 25, 2023",AHHDFD2FOO7PYT6THV26ARUOB3GA,True,3,Color: Ultraviolet PurplePattern: Speaker
R40NGCH3W5BSQ,B07DD3VXRZ,"3.0 out of 5 stars Nice little speaker, but micro USB? Really?",Noah Libby-Haines,3,This is a great travel speaker with one big flaw. The damn thing charges via micro USB. This is inexcusable and requires me to carry around an extra charging cable specifically for this device.,"Reviewed in the United States January 4, 2024",AGQNTSI7GAPRHSXT6OA6WGWV2IRA,True,1,Color: Night BlackPattern: Speaker
R215G1OC4IVNBL,B07DD3VXRZ,"5.0 out of 5 stars Love these, added a small one to my collection",Nigel,5,I have always loved the UE boom and rec it to all my friends. Its great when everyone brings there's to the beach or a party and we can sync them up. I have the megaboom and finally caught the boom on sale. Great to link up. Highly recommend.,"Reviewed in the United States October 22, 2023",AHPX4BSRV7LKSFC6EVI333VVJQGA,True,1,Color: Night BlackPattern: Speaker
R1RAFBVKRJ21G7,B07DD3VXRZ,5.0 out of 5 stars All good in a small package,Stretched,5,"I listen mostly to jazz in the background while I’m reading or on the web, usually at low volume - sometimes rock at louder volumes. I’ve bought any number of blue tooth speakers, as a hobby I suppose, always in search of that nirvana sound. They’ve ranged from really small Fugoo units (with unbelievably good sound) to paired floor standing auditorium behemoths that will blow your contacts out. IMO, the UE Boom 3’s are not only a good value, they are superlative in sound from low to high ranges at easy and medium volume. Great for voice, too, e.g. podcasts. I have 2 paired and will likely buy another pair (stereo is nice) for another room.I recently tried the UE Megablast and they don’t hold a candle to to crispness and range of the Boom 3’s. They’re loud and have some nice control features but for sound, IMO the 3’s are the best by far, and uncannily the least expensive of over 10 other brands, up to $300. Unless you’re filling a large room with loud music I’d say the Boom is the best speaker in it’s portable class. Enjoy, and don’t worry about missing any sound - you’ll pleasantly hear it all!","Reviewed in the United States December 28, 2019",AEKGEHD6XSWX34ICGNG3YY3TBUKA,True,12,Color: Sunset RedPattern: Speaker
R2SSSH04J4J264,B0D4SX9RC6,5.0 out of 5 stars Really nice portable speaker for the price. Solid buy!,Bruce C,5,"Needed a new portable speaker for the home setup and once I saw that Beats (read: Apple) came out with the new Beats Pill, I bit the bullet and purchased one.First things first, the unboxing experience and the design of the speaker is quintessentially Apple. Speaker has a nice heft to it and the design of the speaker is really nice, with the angled design, and the speakers facing you.If you are in the Apple Ecosystem, this speaker was made for you as it connects to your iPhone the minute you turn it on with a very satisfying screen animation. I'm told you can easily connect with an Android product too but I didn't have one in hand to test out how easy it was.The sound quality of this speaker is really great for its size, living up to the Beats name, filling the room with punchy bass and crystal clear sound. Rated IP67 meaning it is dust and water resistant, so you can feel confident taking it to your next beach party or when you are traveling. Battery life of this thing is stated at a whopping 24 hrs. I'll definitely be testing that claim, but if true, is completely mind blowing.But what sets this speaker apart, and one of the main reasons why I bought it, is that it also doubles as a speakerphone!!! I can connect this badboy to my laptop, and take crystal clear Teams calls with it all day at work. And when I'm done with my calls, since it is connected to my laptop via USB-C, I can listen to lossless music on Apple Music. Mind...blown!Run, don't walk, to buy this awesome speaker!!","Reviewed in the United States July 1, 2024",AFVM53KRAU5JC462ZZDBBKTESPGA,True,18,Color: Statement RedStyle: PillPattern: Without AppleCare+
R935PCZ92UVGL,B0D4SX9RC6,5.0 out of 5 stars Very Happy,B. Hinson,5,"We bought this for a trip to the beach and it did not disappoint. Quick easy connection to our phones, good sound quality, solid build and long battery life. We have since found ourselves grabbing it instead of our existing outdoor speakers for using on the back patio. One feature we did not think we would use but really like is the speaker phone function. It is really nice for conversations with family that multiple people want to be involved in. Better then iPhone speaker phone alone.","Reviewed in the United States September 5, 2024",AFPN35SDBWBDQAGNSNQJQPQH5C2Q,True,0,Color: Champagne GoldStyle: PillPattern: Without AppleCare+
R4BQHA0TLLJNN,B0D4SX9RC6,5.0 out of 5 stars The best Speaker I have ever bought in my life!,Leox,5,"I really like the new Beats Pill 2024 speaker. The sound quality is amazing with great bass and clear vocals. It's small, stylish, and easy to carry around, which is perfect for when I'm on the go.The battery lasts a long time, even with heavy use, and connecting it to my devices with Bluetooth is super easy. The design looks good and fits well with any room or setup.The only downside is that there isn't an app to control the speaker. It would be nice to have an app to adjust settings, check battery life, and manage connections. Even without this, the Beats Pill 2024 is a fantastic speaker that I highly recommend.","Reviewed in the United States July 11, 2024",AEUCX7EIPTMCFN4OJBZHL2OYSVKQ,True,8,Color: Champagne GoldStyle: PillPattern: Without AppleCare+
R39X7USU3OX34C,B0D4SX9RC6,5.0 out of 5 stars Really good,Justin,5,"So I’m super picky about sound and have spent a decent amount of money over the years finding good speakers. I was currently using the B&O Bluetooth speaker which is really good and is a bit more money than this. Prior I had Bose and some of other brands. Compared to all of them this is an amazing speaker for the price point. Bass is great. Clarity is great. Build quality is great. You can even hook it up via usb c to get lossless music. I didnt notice much a difference that way. Also if your in the apple eco system it works like AirPods where you can switch between devices and also locate the speaker via find my. Note I have also tried both of the newest beats over ear headphones and hated them, so I was surprised that this was as good as it is.","Reviewed in the United States July 8, 2024",AFSZPNTTLYCLNP536L6VS6UMFTNQ,True,7,Color: Statement RedStyle: PillPattern: Without AppleCare+
R2EVRTXO9M1YF7,B0D4SX9RC6,4.0 out of 5 stars Is it the JBL killer?,Tommy,4,"I bought this because it was on sale, and I always wanted a beats pill.I am a JBL user, and firmly stand by their quality and sound.Does this compete with Flip 6? Absolutely.Does it compete with Charge 4 or 5? Definitely not.Heres whySound: i purchased the Black Pill, right out of the box it is versatile in the sense it matches anything you have. I could’ve went with Champagne as well and would’ve also fit. I compared to flip 6 right away, it is Brighter, crisper and deeper bass at 50% volume and lower.However at above 50% the bass becomes muddy, it has this weird flutter sound to it. The Flip 6 Still Sounds great at 50% and lower just it sounds a little quieter and less vibrant compared to the Pill.The Charge 4 and 5 are bigger speakers and has bigger woofers.The pill is definitely very portable, great performance and most definitely great value for the money.Maybe later down the road i will purchase another for stereo sound bars for our TV.","Reviewed in the United States July 23, 2024",AHAMVBSECCNUJMQV6A3BO3A3HNMA,True,5,Color: Matte BlackStyle: PillPattern: Without AppleCare+
R1BHCCLK5GZ5VZ,B0D4SX9RC6,5.0 out of 5 stars Beats Pill,Gregory Stratman,5,"I love the size, weight and quality of my Pill! It delivers good, deep base and enhances my listening beautifully! I recommend this speaker to anyone who loves music and true sound!!","Reviewed in the United States August 2, 2024",AHCXUEC2FLLJ3S6F762OSBZJRDPA,True,5,Color: Matte BlackStyle: PillPattern: Without AppleCare+
R26LL57PKV8KR5,B0D4SX9RC6,5.0 out of 5 stars Beats pill,Jewels,5,"The sound on this is like having a stereo with you. Crisp, clear sound, and easy to use.","Reviewed in the United States September 1, 2024",AEHRQAFGWSQYA4HOPI62OVHCFDZQ,True,0,Color: Matte BlackStyle: PillPattern: Without AppleCare+
R3EOM3PFJ90D5Y,B0D4SX9RC6,"3.0 out of 5 stars Good design, but bass distortion",Daniel,3,"The new pill looks awesome, and built extremely well... The tone when pairing emits a very low end bass note that gets you excited for the performance expected from Beats... However, with this being said, the performance is only half of what I hoped... the programmed sound processing limits using an external eq as boosted bass significantly drops the volume at each note, which is sad because pill doesn't have an eq in its app at all.... the sound you get between 40 percent and lower is where this shines, mids are clear and neutral, highs are clear and crisp without any harshness, and there is a slight amount of low end at lower volume, but past halfway volume and the bass distorts and the programming takes over to then roll off the bass and then it's mostly just mids and highs.... They seriously could've added a passive radiator to the back of this thing and then would have something here.... All this, and the package arrived with the box already opened.... not too excited about my purchase....","Reviewed in the United States July 2, 2024",AHAIN2MT2BFGIAXCVJCMTI6NEDGA,True,5,Color: Matte BlackStyle: PillPattern: Without AppleCare+
RTDXQGCW5S0SA,B0D4SX9RC6,4.0 out of 5 stars Almost perfect,Scooley,4,"I bought the new pill mainly to use wired for my gaming handhelds ROG Ally X and Steam Deck. Most Bluetooth speakers today are lacking AUX ports and any type of direct connection. Bluetooth audio is delayed which is annoying when playing a game or watching a video.CON: Only 4 stars instead of 5 because to use this wired you need to hold down the power button when you plug in the USB-C cable, so essentially, I have to do this every day. It's annoying and almost was almost a deal breaker. I've just gotten used to unplugging it when I take my handheld off the dock, it's nice that it powers off immediately when unplugged, so there's that, I guess.PRO: The new Beats Pill sounds good, it's better than a lot of other Bluetooth speakers I've had. Being in the Apple ecosystem it's nice that it's interconnected with my devices. One not so well-known feature is that you can change the volume of the tones the speaker makes when it turns on or off. Use an IOS device, go into settings in Bluetooth and Accessibility. Having a low volume tone is soo much better!","Reviewed in the United States August 13, 2024",AHRRPRN7Y4X3UP2Z3YN6EWQJCUVQ,True,3,Color: Matte BlackStyle: PillPattern: Without AppleCare+
R10YJBZGOB4SBS,B0D4SX9RC6,4.0 out of 5 stars No App for IOS. No way to disable loud startup/poweroff tones,Kindle in Hawaii,4,"Love these speakers, but Apple seemed to have made a bit screw up.The speaker makes a very loud startup and power down sound. NO way to turn them off.Also, Apple does NOT have an IOS version of Beats that will support the Beats Pill 2024. Instead, only supports the old Beats Pill+.Totally confusing! Big oversight by Apple. Hope they will get around someday to updating or creating a new app or just add this functionality inside the existing IOS to support disabling of these tones.","Reviewed in the United States August 15, 2024",AEF7JE6TACESBPXTYHKCLUEIJVFA,True,0,Color: Champagne GoldStyle: PillPattern: Without AppleCare+
R1M5XRE8PLEVIL,B0D4SX9RC6,5.0 out of 5 stars Beats Pill,DCF,5,"I so glad I finally got one, I’ve been wanting one forever. Let me tell you this It doesn’t disappoint, it’s laid and clear. Well worth the money for the battery life and performance you get for it.","Reviewed in the United States September 5, 2024",AHU4A2NTGBQFW24HDYQ5L4K6GUTQ,True,0,Color: Matte BlackStyle: PillPattern: Without AppleCare+
RVUJXN8097BXF,B0D4SX9RC6,"4.0 out of 5 stars Don’t drop it, will dent the speaker grill",Cavel,4,"It sounds amazing but don’t drop it from even low heights, it will dent the speaker grill though this does not affect the functionality or sound.","Reviewed in the United States August 28, 2024",AFHQTY3WLN7ZW5KVND63M2KAVRWA,True,0,Color: Champagne GoldStyle: PillPattern: Without AppleCare+
R3UIYXCSIGN1Y5,B0D4SX9RC6,5.0 out of 5 stars Sonido,D,5,"Excelente compra, gran sonido y duración de la batería","Reviewed in the United States September 6, 2024",AED47S4I7LOCZJQZ57ZAMOBJRHCA,True,0,Color: Statement RedStyle: PillPattern: Without AppleCare+
RI0GQH5ESJ58G,B0D4SX9RC6,4.0 out of 5 stars Impressive,Amazon Customer,4,Nice set of speakers! I purchased two for stereo and to pair to my Apple TV. They work great and the battery seems to last a long time.,"Reviewed in the United States August 16, 2024",AH4IBXDEJLSCMKQZ23IHL4GYP2GA,True,0,Color: Matte BlackStyle: PillPattern: Without AppleCare+
R15DPG5XIBZL20,B0D4SX9RC6,5.0 out of 5 stars The sound is amazing,Dizzo,5,This speaker is for small group workouts. Love it. Nice and loud,"Reviewed in the United States August 31, 2024",AGT2QQ4ORTDEQ4I2LOQNJ23PPIJQ,True,1,Color: Champagne GoldStyle: PillPattern: Without AppleCare+
RQVQMDDD6WY10,B0D4SX9RC6,5.0 out of 5 stars Great investment,Eric Littles,5,The Beats Pills Speaker has an amazing music flow and is easy to move around,"Reviewed in the United States August 28, 2024",AGPKXBSCGU5MLNA2KW6E4HTB32JA,True,0,Color: Champagne GoldStyle: PillPattern: Without AppleCare+
R80GG11MYLION,B0D4SX9RC6,5.0 out of 5 stars Awesome sound!,Amazon Customer,5,This pill sounds fantastic & it’s quite loud for its size. Looks great too! Love the vibrant red color & the bass is BOOMIN!,"Reviewed in the United States August 19, 2024",AHQQPE42WN5Z3JTTSKU52GXD5DOQ,True,0,Color: Statement RedStyle: PillPattern: Without AppleCare+
R11FZOLRBHV6ZW,B0D4SX9RC6,5.0 out of 5 stars BETTER THAN ALL THE NEW GARBAGE QUALITY NEW BEATS SOLO 4 AND STUDIO PRO SERIES,Ack Ack Ack,5,Only thing worth buying,"Reviewed in the United States August 31, 2024",AEEITQ533KTNZA6KVTWMB6YZ4NRQ,True,0,Color: Statement RedStyle: PillPattern: Without AppleCare+
R1QSAGA565X86P,B0D4SX9RC6,5.0 out of 5 stars Simply amazing,Britney Davis,5,"This little speaker is LOUD, amazing sound quality! Highly recommend","Reviewed in the United States August 23, 2024",AGEIVOTZWWY6CTFVHEZGLE7ZODXA,True,0,Color: Champagne GoldStyle: PillPattern: Without AppleCare+
R1CBPM852HPHVW,B0D4SX9RC6,5.0 out of 5 stars Beats by Dre pill,Jose Cabrera,5,"The media could not be loaded. Hey guys, so I just received mine right now and I just barely ordered it not a few hours ago. I gotta say excellent delivery package came in well condition and brand new. What can I say? I thought the speaker was going to be a little bit smaller but it’s actually the right perfect size !$! Precisely myself A big fan of Dr. Dre beats I gotta say Excellent job in bringing back the beats pill ! 💯💪🏆 Can’t wait to test this bad boy Specially, for work So go get yourself one if you haven’t so….i am Definitely gonna buy myself another one next payday.","Reviewed in the United States August 15, 2024",AFQWPDA6CRIRC3G4BDA6ZHZRBYFQ,True,1,Color: Matte BlackStyle: PillPattern: Without AppleCare+
REZL9ZZRLRANY,B0D4SX9RC6,5.0 out of 5 stars Great Sound,Mark G,5,Perfect sounds and a single charge last a long time. My favorite portable speaker purchase to date.,"Reviewed in the United States August 17, 2024",AGODFH7VRE4BAOYHZMFTJ3FHIB3A,True,0,Color: Matte BlackStyle: PillPattern: Without AppleCare+
R172ODWJHF6PC5,B0D4SX9RC6,5.0 out of 5 stars Premium portable speaker,John S.,5,"My original Wonderboom finally gave up so I bought the Beats Pill. I was blown away by the balanced sound for all genre of music. Bass is well balanced with Treble and does not try to be more than what a small speaker can do. Very impressed, and highly recommend this speaker.","Reviewed in the United States July 28, 2024",AFJKZEYD2VZSI2NO3JZNMA4XX4RA,True,1,Color: Matte BlackStyle: PillPattern: Without AppleCare+
RE0M07EWNPKA2,B0D4SX9RC6,5.0 out of 5 stars 5,ruben,5,Buenardo,"Reviewed in the United States August 26, 2024",AFQJ4NIJGXRYA7HNO3E2YZ67DKRQ,True,0,Color: Matte BlackStyle: PillPattern: Without AppleCare+
R3SO3HMV0YC0WB,B0D4SX9RC6,5.0 out of 5 stars Beats pill,Bryan Pennington,5,"Great product, also very sturdy it survived a drop with only a little cosmetic damage. Otherwise it works great and is loud with alot of bass","Reviewed in the United States August 6, 2024",AH6XBZHLROVWE5R25OTBLS2F4CEQ,True,1,Color: Champagne GoldStyle: PillPattern: Without AppleCare+
RTNH253L7VMLS,B0D4SX9RC6,5.0 out of 5 stars Wow,Charles Palmer,5,This thing hits you will not be disappointed,"Reviewed in the United States August 15, 2024",AHXVCAZ7J7XFQAT5GBOT2KXUDE2A,True,0,Color: Matte BlackStyle: PillPattern: Without AppleCare+
R102ZHXOOGDR18,B0D4SX9RC6,5.0 out of 5 stars Amazing sound for the size,Maxy D,5,"This 2 pound speaker sounds insane for its size. It’s almost as loud as my jbl Xtreme 2. At lower volumes the music is balanced and you can hear details in the notes that definitely sound high-fi and high end. Well worth 150, better yet buy two for 300.","Reviewed in the United States July 19, 2024",AHNNPIFNRYHXRAOIN2G7WIJQDWEA,True,5,Color: Champagne GoldStyle: PillPattern: Without AppleCare+
R1B7HEBA1M0NLY,B0D4SX9RC6,5.0 out of 5 stars Works great,Jcapp4,5,"Great sound, great battery life.","Reviewed in the United States August 14, 2024",AF5GIGOSF6FJAOCG5HCZVTEUEWSA,True,2,Color: Statement RedStyle: PillPattern: Without AppleCare+
RCI44S9GIONYQ,B0D4SX9RC6,5.0 out of 5 stars Need a pill?,MzHenderson,5,Best one yet! This thing puts out good music!,"Reviewed in the United States August 8, 2024",AE7HWBSLCFFQIFBNBUBY77EKYC3Q,True,1,Color: Matte BlackStyle: PillPattern: Without AppleCare+
R2GXSMDM76M1NO,B0D4SX9RC6,5.0 out of 5 stars Amazing sound quality and worth the money,Arjun Mohan Kumar,5,I have been using the beats pill 2024 for the last couple of days and it has been a really good sounding speaker. It outclasses other speakers in the price range and even few of the larger party speakers. The volume of this speaker is mind blowing though it might be bit harsh in a closed room. Bass is absolutely great and overall the speaker is very balanced. It is worth every penny.,"Reviewed in the United States June 30, 2024",AFDIEYKPJMB43TMN4ALTGPWB5GUQ,True,2,Color: Matte BlackStyle: PillPattern: Without AppleCare+
R3M5VB492MOE7C,B0D4SX9RC6,5.0 out of 5 stars New Beats Pill is awesome!,Albert Gatto,5,"This speaker has incredible sound and bass for its size. In fact it sounds much better than my Sonos Roam 2 and JBL Flip 6, which the latter I’ve always considered a good sounding speaker. The microphone is a great addition for calls. You won’t be disappointed with this speaker. Thinking about buying another to pair in stereo. I wish they had an app for this Beats speaker with EQ. The Pill+ app doesn’t seem tonairj with the new Pill.Update: purchased another to pair in stereo. Incredible sound!","Reviewed in the United States June 29, 2024",AHFQM5SAW3MYYQ4D6L7RUL6RMFNQ,True,12,Color: Matte BlackStyle: PillPattern: Without AppleCare+
R1RPKEE8ZD6IDK,B0D4SX9RC6,5.0 out of 5 stars Grandson loves it!,Joanne D.,5,This was a gift for our grandson for his 17th birthday. He loves it. It has great sound and he's really enjoying it.,"Reviewed in the United States July 20, 2024",AE77CKDWPYO3S5UJK3VG4XAQPDYA,True,1,Color: Matte BlackStyle: PillPattern: Without AppleCare+
R2X53YPA5DOWWJ,B0D4SX9RC6,5.0 out of 5 stars If You Like It Loud,Mike,5,Excellent sound and clarity even at the highest volume.,"Reviewed in the United States July 29, 2024",AGTTGJDZD6Q2TBOJH62NYI2UKPFQ,True,1,Color: Champagne GoldStyle: PillPattern: Without AppleCare+
R3EIAFTJO1Q4PC,B0D4SX9RC6,3.0 out of 5 stars Overpriced.,ERIK H,3,Wait for a sale because while it sounds good at half volume anything above that starts to immediately diminish the sound quality. The battery also doesn’t long at louder volume. Nothing at this price range is perfect but I think for MSRP it’s too expensive. All the big reviewers are praising this but the smaller reviewers all brought these issues up so look at those reviews when deciding if this is right for you.,"Reviewed in the United States September 1, 2024",AEIHKCJB7ZYF6NDKKZTCL2IZS6GQ,True,0,Color: Champagne GoldStyle: PillPattern: Without AppleCare+
RAF2BOV5S6LAQ,B0D4SX9RC6,5.0 out of 5 stars Super,Diego Andrade,5,Great sound,"Reviewed in the United States August 3, 2024",AEYNZHHGLKDIE5GGU3DZ55POPAYQ,True,1,Color: Matte BlackStyle: PillPattern: Without AppleCare+
RHW0NI1KI798M,B0D4SX9RC6,5.0 out of 5 stars Awesome speaker,Manuel N.,5,I love how well it integrates with iPhone and sounds great. Pretty cool how it can charge your phone and vice versa. The controls feel premium and very worth the price.,"Reviewed in the United States July 13, 2024",AGEYIJMLWGX23PPOPNT2IVHWA4FA,True,2,Color: Statement RedStyle: PillPattern: Without AppleCare+
R3K1D2NKBRSOJ6,B0D4SX9RC6,5.0 out of 5 stars Perfect Sound,"Amazing sound quality and very easy to connect. The style is sleek and stylish, great to use at cookouts, at the pool or just at home, especially if you live in an apartment and cannot use a standard stationary sound system. Love this item and will purchase as a gift as well!",5,Very easy to connect and great sound quality. Perfect for gifts and around the house.,"Reviewed in the United States July 18, 2024",AEARWKR2DZROAW547KAWSHLSANSA,True,1,Color: Matte BlackStyle: PillPattern: Without AppleCare+
RQB2MZ06ANO68,B0D4SX9RC6,5.0 out of 5 stars Everything I was expecting and more,Ken Kessler,5,The sound is great for the size and the battery life is great!,"Reviewed in the United States July 19, 2024",AHPKA35QDJFSHJ2BUVCM4JCBN7XQ,True,1,Color: Matte BlackStyle: PillPattern: Without AppleCare+
R1O7H1E5ZAWKPN,B0D4SX9RC6,5.0 out of 5 stars Beats pill,Joseph Cisneros,5,Awesome,"Reviewed in the United States July 27, 2024",AESLISXTBY5HPUZRHSDLIH3QJCGA,True,0,Color: Statement RedStyle: PillPattern: Without AppleCare+
R18C9SGI40K03G,B0D4SX9RC6,5.0 out of 5 stars Best small portable speaker,djrau,5,"It sounds better than a jbl flip6, it has excellent sound quality. It's just perfect","Reviewed in the United States July 14, 2024",AHFG7EXOHMFXWXHIFYSVJKIIW6ZA,True,1,Color: Champagne GoldStyle: PillPattern: Without AppleCare+
R1FPGFHZ07V4CD,B0D4SX9RC6,5.0 out of 5 stars Best sound as expected,Patriceyouknowme!,5,Compact sound is awesome,"Reviewed in the United States July 19, 2024",AGZX2UIP7E334JFL6QAJISV367PA,True,1,Color: Matte BlackStyle: PillPattern: Without AppleCare+
R3C1OVXH7NLME2,B0D4SX9RC6,5.0 out of 5 stars Nice speaker,Adrian Kelly,5,Good overall sound quality. Returned the soundcore motion 300 for this one,"Reviewed in the United States July 7, 2024",AGGRS4MYTE4BAKJOCG7CLUKEPWKQ,True,1,Color: Champagne GoldStyle: PillPattern: Without AppleCare+
R35DQABEPYTVK6,B0D4SX9RC6,5.0 out of 5 stars Me gusta mucho,Tirso Ramón Viscaya Cabrera,5,Excelente,"Reviewed in the United States July 14, 2024",AES4OHKWNYE5S6MGH7JKMYIPCB5A,True,0,Color: Champagne GoldStyle: PillPattern: Without AppleCare+
RBHF1HBE7ZJGU,B0D4SX9RC6,"5.0 out of 5 stars Impressive, mechanical masterpiece",WLEE1212,5,"I think this was a well done refresh, great quality, decent bass and simple interface.","Reviewed in the United States July 4, 2024",AHAAFOMGR64XJWBPOGGWTDLRZNJQ,True,2,Color: Statement RedStyle: PillPattern: Without AppleCare+
R2KLZXER7B0LQF,B0D4SX9RC6,5.0 out of 5 stars Exactly what I wanted!,Michael Hahn,5,Sounds fantastic with no connection issues. Very happy with purchase.,"Reviewed in the United States July 3, 2024",AGVNRSJDJFKIEYWRYDVO2F5DXKOA,True,1,Color: Matte BlackStyle: PillPattern: Without AppleCare+
R2IL021SJK8WQR,B0D4SX9RC6,5.0 out of 5 stars worth it the purchase,Carlos Cevallos,5,worth it the purchase a 100% porcent,"Reviewed in the United States July 1, 2024",AEZES7JNGIDJU2GVKHLL5DUFHKNA,True,1,Color: Matte BlackStyle: PillPattern: Without AppleCare+
R3J6TCVCK04ACX,B0D4SX9RC6,5.0 out of 5 stars Love it,Amy Stepp,5,Sounds amazing,"Reviewed in the United States June 30, 2024",AEQCGVODZLISVPQPLBGOO7IXHO4A,True,0,Color: Matte BlackStyle: PillPattern: Without AppleCare+
RKR6718ZKA8LK,B0D4SX9RC6,2.0 out of 5 stars 50% good,hassan,2,It’s not bad at lower a volume it’s not good at max but it’s loud with no bass and the call I had to shout lol it needs a up date,"Reviewed in the United States July 26, 2024",AFP33RBICBWL2P4LG3UVF3DGV2WQ,True,1,Color: Champagne GoldStyle: PillPattern: Without AppleCare+
R34781CIXMX0T5,B0D4SX9RC6,1.0 out of 5 stars Why?,David Decker,1,"Long time apple customer. Their product philosophy still a complete mystery to me. Bought several home pods, never could get them to work as expected. Hardware-wise they are amazing and sound great. Good luck getting them to play what you want. Despite the sunk cost of home pods, decided to give Beats a try. Same problems. Can't control it from Apple music. When I turn it on, it starts playing music from somewhere else and I have no idea what it is doing. Not a techno luddite. Have experience as programmer. If it is a mystery to me, probably a mystery to everyone else too. Shame on Apple...","Reviewed in the United States August 29, 2024",AEVNP3FWL2TZHTGIL4IF2VL77DVA,True,0,Color: Matte BlackStyle: PillPattern: Without AppleCare+
R3Q3M1BASZJ2BM,B0D4SX9RC6,2.0 out of 5 stars Good functionality but,S,2,Too much bass and voice distorts on full Volume.I find Earfun Uboom L is better.,"Reviewed in the United States July 1, 2024",AH5NXTZPQY4BTCVH2OIVYWTVHCZQ,True,4,Color: Champagne GoldStyle: PillPattern: Without AppleCare+
RWECEKYZ3ZXL1,B0D4SX9RC6,1.0 out of 5 stars Worst,Golly G-,1,"If you try to use Siri, you have to be right next to the speaker, it deflex Siri from the phone. So if you’re cooking and your phone is next to you and you say Siri, what time Is it and the speaker is on the other side of the room it won’t work because she won’t be able to hear you, because her ears are the speaker","Reviewed in the United States July 30, 2024",AHKOSLF4E3FBSO4WRELEY4USYH6A,True,3,Color: Matte BlackStyle: PillPattern: Without AppleCare+
